text,novelty,diversity,label
"A mother whose son was killed as her children walked to get a school bus had been banned from driving at the time of the incident , a court has heard .",0.661361807,0.666245261,1
"There are more opportunities than in the state system , if there is talent there to be developed at that stage .",0.767623927,0.785508799,1
So it ' s not out of the way for us yet to see significant fire danger come back again in mid - January .,0.640722952,0.670887597,1
"That means Britain has the ability to deliver a nuclear strike against an enemy at relatively short notice , even if the policy of the moment is not to do so .",0.777519525,0.747126311,1
"We talked all the time - even when he was playing that crazy game , he ' d always get off when I called .",0.560035103,0.595836361,1
"At first thought , it is an unusual combination , but when you actually think about it , it really isn ' t after all .",0.580062041,0.662629455,1
"It ' s not a rich school ; many families in the area are struggling on a day - to - day basis .                                                 
""",0,0.182805686,1
"After work , I come home and I have a glass of wine , and when I say a glass , I really mean four or five ,"" she said .",0.52584363,0.535216566,1
"However , as a higher of proportion of people were suspended as a result , there was a 19 per cent rise in the number of people forced to take time off .",0.650261919,0.679220005,1
"The administration already has the authority it needs to take the fight to these radical Islamist terrorists , and it needs to step up .",0.645532559,0.711804505,1
"The data , obtained through freedom of information laws by the Victorian Greens , reveals the system is failing to cope with passenger growth .",0.655675552,0.765055018,1
"So , next year , if we ' re sending this bill to a Republican president , it will get signed into law .",0.622171128,0.696518058,1
"It wasn ' t clear if any other officers involved in the case would face internal charges by the deadline , which is Jan .",0.721416089,0.670024225,1
"What ' s complicated to me , from an actor ' s point of view , is that I feel like everyone should be able to play everything .",0.61035796,0.629754598,1
"There must be some kind of system there , or it would just be like throwing cash into the wind .",0.621901985,0.721349301,1
"You see a strong Syrian father bringing ( his ) family to safety on the shore and you can say , yes , that ' s a strong image .",0.719866796,0.780874871,1
"One reason may be that doctors understand extra procedures do not always mean better quality of life , he said .",0.65397112,0.687001523,1
"Despite all this , if you want to establish your own campaign it can be hard to know where to begin and how to stay on track .",0.674737367,0.636347574,1
"Police are now appealing for members of the public who may have seen or heard anything suspicious on Friday night to come forward .                                                 
""",0.580774938,0.609976857,1
"As for all of us , we have to do some serious soul searching if we care for this country and its future ,"" he said .",0.115506459,0.702665064,1
You start down a path in your 20s and then you get a family and you find you have locked yourself into a career that doesn ' t take much account of them .,0.598183578,0.672929013,1
"In just the last week , he said about six parties have expressed a desire to buy the roughly 17 , 000 - square - foot building , which is listed at nearly $ 4 million .",0.717749116,0.678688002,1
The Bank of England ' s base rate has not risen from its record low of 0 .,0.646341477,0.712838556,1
5 per cent since it was cut in March 2009 .,0.207383359,0.40841495,1
"If we reach our ability and work hard as we have been doing , I believe and the whole squad believes , that there is an All - Ireland for us .                                 
""",0.648215075,0.631475277,1
"It ' s very , very difficult for us to try to find safe ways to work around it ,"" he added .",0.63564745,0.610557301,1
"A key break in the case came from one specific phone number with a north Georgia area code , court records show .",0.065129039,0.778632225,1
But clearly the responsibility to keep quiet and be loyal does not lie only with those who find themselves in opposition to the leadership .,0.744243186,0.753920765,1
"In dead final matches since 2000 , the team who have already taken the series have won 33 and lost 12 .",0.674932219,0.715979582,1
"For international travel , you can start five months ahead but try to have your purchase wrapped up 45 days before departure .",0.730095907,0.704662537,1
"It says his comments were seized on by campaigners calling for the UK to leave the 28 - member bloc .                                                       
""",0.713897039,0.716091489,1
"There has been no parties or events planned by the business or the management inside this facility ,"" she said .",0.684153971,0.699949347,1
"I couldn ' t be in that room , because I knew it would be so devastating that I wouldn ' t be able to take care of the kids after .",0.503329915,0.524452721,1
He said junior doctors had been left with no option and that the government ' s proposals would be bad for patient care as well as junior doctors in the long term .,0.304551684,0.284194824,1
"The closing argument : If you want to stop Trump , Cruz is your best -- and perhaps only -- option .",0.698309904,0.717743068,1
"So with his third Oscar nomination in the bag - all for supporting actor , naturally - is he pleased with the way things have gone ?",0.747365465,0.688727155,1
"Campbell is 4 - 7 in his current role , and it ' s hard to see him being the guy .",0.678985612,0.732949622,1
"The first peace talks on Syria in two years began amid uncertainty , but now a key opposition group has decided to join .                                                 
""",0.567927046,0.64178501,1
"Harry doesn ' t need any help with exposure ; everybody in the world knows who he is ,"" he told the Daily Star Sunday .",0.678049488,0.724948701,1
"She said : ' I was looking into the eyes of a terrorist and was very nervous , I ' ll be honest .",0.512106081,0.54565421,1
"The 34 - year - old ex - Tottenham player is out of contract at the club this summer as the Sun reports that "" multiple "" Premier League clubs are interested in the star .                         
""",0.66176244,0.669725669,1
"It ' s a different age where I think consumers are more sensitive to these issues or looking at them more closely ,"" Roberts said .",0.612031846,0.626643729,1
"The school ' s principal , Robert Robinson , said it was important that they were able to continue to offer that .",0.585365044,0.686378622,1
Home defense and close quarters capable ... two concerns on the minds of many Americans in light of recent events .,0.784621143,0.776240199,1
An inquest is due to begin on February 16 and police are trying to confirm his name and details of his identity before the hearing begins .,0.750287803,0.668581794,1
I ' m not sure he ' s quite there yet on the physical side and we ' ll only find that out when he has to have a couple of tough five - set matches one after the other .,0.653393645,0.621663113,1
"And he sat me down , and he was asking me all these questions about the back story of my character .",0.702479708,0.683827279,1
"But when YouTube came around in 2005 or 2006 , suddenly all the music was available and you just had to do your own research .",0.684173542,0.746202732,1
"I ' m not quite sure what we ' re supposed to do so I ' ve been writing just for you .                                                   
'",0.530861184,0.522772832,1
I don ' t see the bars as being an essential part of Parliament but it ' s the principle that matters .,0.634154268,0.680139219,1
"However intent he may be on getting justice for his daughter , no father can easily listen to such allegations .                                                       
'",0.733353101,0.658221613,1
"It ' s not something I intended to do , the first time it happened was on Radio One with Greg James who played one of my videos on air ,' he said .",0.662329609,0.611991136,1
"And the fact that such words as "" possibly "" and "" probably "" were used in the report , means there is no proof , nothing concrete against us .",0,0.716944693,1
"Lee has spent a lot of time with him over last month preparing him for what was about to happen next , and his job was to deliver when the time came .",0.655618183,0.705876152,1
"But , he makes clear , the new job will largely be dealing with very different people - serious offenders , who should have been sent to prison .",0.701763447,0.75405615,1
"A big part of the responsibility has to lie with the president who has never taken this issue seriously and continues to not really care too much about how it affects our economy , our national security and millions of families in the United States .",0.773158681,0.794919021,1
"He later added : ' I would love for it to have been a simple mistake , but I don ' t think it was .",0.530314992,0.500688193,1
"Sweden accepted more than 150 , 000 asylum applications last year and , along with Germany , is a prime destination for refugees and other migrants entering the EU illegally .                                   
'",0.630036053,0.686514777,1
"I knew him and I just can ' t believe for one minute what has been said about him ,' she said .",0.396073606,0.372354522,1
"I plan to take my five children on holiday to America next year , as a thank you for their support throughout it all .",0.663055353,0.62768956,1
I ' ve also been lucky to have had experience playing county cricket and other types of cricket in England .,0.652030696,0.64719109,1
"In San Francisco , for example , "" we will see business models develop around access to cars but not ownership ,"" he said .                                                 
""",0.759862199,0.758379066,1
"I just want to live in a safe place and have peace in my country ,"" he said , as the rain began to fall outside his temporary home .",0.677119099,0.677150276,1
"His death takes the state ' s holiday season toll to two , while Victoria ' s now stands at seven and Queensland ' s at five .                                         
'",0.643406293,0.701190544,1
"This is another one of those places where Hillary Clinton has so much to answer for ,' he said .",0.630113384,0.581233076,1
She had an attitude that I think a lot of people can learn from -- to always stay positive and never give up .,0.199265989,0.566379598,1
And Perry argued that Cruz was the candidate best able to speak to the fierce anti - establishment sentiment that has defined the 2016 race thus far .,0.744249957,0.789701151,1
"What I ' m doing is doing my best to make Labour effective and the broader the church that we are , the more we reach out to the public and reaching out to the public is what we ' ve got to be doing .",0.686046885,0.735016421,1
You have to make the decision that what you want is to be a partner and a dad and involved and present and committed and you fight for what you want and you need and you love .,0.642088052,0.70546792,1
"In March , the museum will re - launch its website so that it will read well on a variety of platforms , especially mobile - since more than 90 % of visitors to the museum carry a mobile device of one kind or another .",0.782594749,0.813002278,1
"After tennis I ' m going to have to find something new , and it ' s not just about wanting to do things , it ' s everything I do ,"" he says .",0.51388069,0.574689119,1
"I ' m really proud of the way she is playing at the moment and feel like she can continue to improve .                                                   
'",0.477153329,0.523292465,1
"We have no memory , of course , of working on the show , but obviously it is a part of our lives ,' said James .",0.685141156,0.645047906,1
"Where children grow up in England is more likely to determine success or failure at school than in previous generations , a study suggests .",0.735502841,0.522635922,1
And some of the proposals that I ' m making may turn out -- are not as effective as others .,0.644635606,0.631931194,1
"There ' s also a garden room , which is a nice place to have tea , read or look out into the garden .",0.760192375,0.746322297,1
Work began after the fall football season ended and is expected to be complete by the start of the 2016 home season .,0.668253259,0.718106725,1
"She sees this situation as a failure of the democratic process and suggests the need for the introduction of time limits on MPs ' careers .                                             
'",0.696830238,0.783351063,1
"That moment when I saw his face for the first time , it ' s just , it ' s incredible ' she recalled of when she saw a photo of him .",0.619885725,0.47026868,1
"I don ' t mind the back to back , but the smart thing would have been 12 : 30 [ followed by ] 7 : 30 .",0.572424227,0.567658644,1
"All in all , the GOP candidates demonstrated that without Trump on stage , it was difficult to hold America ' s attention .                                                 
""",0.643084263,0.687070399,1
"The information gathered from all this wood is critical in understanding the houses alongside the fire that destroyed them ,"" the team wrote on Facebook .",0.737600004,0.757451397,1
"But it was an opportunity to open myself up and get a fresh start , a better chance -- a second chance .",0.602537597,0.646270299,1
"But if they are doing this , get someone who knows them well to have a word and see if everything is OK .",0.608099255,0.566897233,1
"Even though it wrote the guidelines , the Department of Health recognised in a consultation published in December that there was a serious problem .",0.761751861,0.773287919,1
"Though it seems almost certain the group will be dropping new material in the coming months , the question is whether we ' ll be getting an entirely new album , or just a single or two .",0.751742821,0.740549195,1
"One thing we can do is have an impact on the state of our own mind -- how we ' re going to respond and recover .                                           
""",0.690051566,0.66561817,1
"The Minister for Human Services , Stuart Robert , has received a letter from Senator Cameron regarding this matter and will respond in due course ,"" a spokesman told Fairfax .",0.765542354,0.723192028,1
"And , she says , the city ' s elderly residents aren ' t getting enough help to cope with the water crisis .",0.642677295,0.745504705,1
"The second reason is I think it would be better for David Cameron to leave more time between , if he does get a deal at the February European council , to leave more time between that deal and the decision .",0.294518802,0.084018019,1
"We ' re going to have to be very tough in terms of law and order , and standing up for what we consider to be correct values ,"" he said .",0.674038848,0.638850799,1
They ' ve improved a lot in the last few years and it ' s great to see for women ' s cricket .,0.627676558,0.641197826,1
"After breaking up with someone , seeing their Facebook status change can often be a painful experience - but nothing more so than when you didn ' t even know things were over .",0.743444535,0.70741305,1
A spokeswoman for the south east Sydney local health district confirmed they were contacted by the ship at the time of the outbreak .,0.771803624,0.749968863,1
"He ' s a fighter , I ' m a fighter , Jim is a fighter and all three of us are going to fight together until we get the crown .                                 
""",0.608186194,0.657649361,1
"As an actress , you go through developments in how you see your art : what you want to achieve , even how you think about it , changes ,"" she said .                             
""",0.635515244,0.653859642,1
"The New York Times "" this week looked back through old polls and it turned out those candidates who have led in Iowa or New Hampshire , polls with just one month to go , have lost as often as they have won .",0.646968704,0.666443644,1
"In a message to students on the school ' s Facebook page posted late Thursday , the high school ' s staff promised to return to teaching the community ' s youth .",0.699824136,0.667501564,1
"There were no government schools for black children there and he ended up in a church school when he was 12 .                                                     
""",0.686124069,0.615639323,1
"But these [ low ] prices will potentially be back , because the forecast for the next cycle is positive too ,"" he said .",0.713699346,0.712180106,1
"With this , I think you ' re finally able to see for the first time , really in my lifetime , a significant victory .",0.585405613,0.606600266,1
We need to do better in making sure everyone in the community knows how great our women ' s sports teams are .,0.605812282,0.667169328,1
"Because none of the women were physically attacked , his defense attorney claims his acts were part of a fantasy rather than a crime , the station reported .",0.812068906,0.80485422,1
"Police returned to the couple ' s property that day and forced entry as there was no answer at the door , but did not discover the bodies .",0.769989696,0.145854204,1
"She was born in New York but adopted as a baby before growing up in California where her parents worked as TV writers .                                                 
""",0.706461697,0.731814813,1
"I didn ' t want him to get to an age where he felt like he had to keep this secret for me as well ,"" she said .                                     
""",0.537052403,0.56552882,1
"One thing that ' s quite sweet about the house is that it ' s broken up into little areas that you can get lost in - you can go at least eight days and find a different place each day ,"" Bowie said .     
""",0.708420391,0.720040772,1
"I did it just like a regular Joe Iowa would ,"" he says of the online sign - up process .                                                     
'",0.617829397,0.6455838,1
I am speaking out today because I don ' t want what happened to me to happen to any other young girl .,0.532768486,0.585573799,1
"It doesn ' t take many people to make it loud , so I would be concerned about those who work or go there a lot .                                           
""",0.518580926,0.508908171,1
"They were sleeping rough in the parks or train stations and they were incredibly vulnerable in the circumstances ,"" she said .",0.614932658,0.747636447,1
But he has surely been more prominent as an environmental voice in the past 20 years than he was before ?,0.723460968,0.712841595,1
"Mr Turnbull said ratings agencies had given a "" very positive review of the government ' s strategy to move back into fiscal balance "" as recently as the December mid - year budget update .                         
""",0.713788192,0.771857598,1
"At my direction , additional enforcement operations such as these will continue to occur as appropriate ,"" Johnson said .",0.772598243,0.741605205,1
"So you cannot see what France or Germany , or Italy or Spain , or Poland or Sweden are saying about themselves to themselves , or tap into their view of the world .",0.690292699,0.779991801,1
"The conditions have been imposed on the man , from York , by way of an interim sexual risk order which was requested by North Yorkshire Police , lasting up until May 19 .                             
""",0.753112025,0.720216939,1
"How much alcohol someone drinks is a choice they make and with that choice comes consequences ,"" he said .                                                       
""",0.647612353,0.696458033,1
"I was one of these guys that maybe just let it go , didn ' t care ,"" he said .",0.509107854,0.422410599,1
The man died in hospital early on Sunday and the police watchdog has launched an investigation into the actions of the Metropolitan police officers at the scene .,0.625052591,0.699219771,1
"Paul Cook , by contrast , stuck to the team that began the day fifth in League Two , in the play - off places .",0.727134138,0.737501461,1
"I think it is probably true , and not just self - serving , that children gain more from spending an extended time abroad than the equivalent in a school .",0.670864927,0.660982944,1
"With emissions standards changing however , more and more car companies are aware that moving to electric is the way forward .",0.768000534,0.756528163,1
"And , now you know , here ' s somebody who seems to be willing to sell a gun to a 15 year old who had a known record .",0.67096455,0.609249133,1
"We have a great , diverse history and culture and Academy members don ' t reflect what ' s going on in America .",0.670036731,0.710193898,1
"The Wall Street Journal reports Microsoft ' s chief legal officer as saying : "" You could be placed in a situation where you have to decide what law to break .",0.679187786,0.676526008,1
"A yellow warning for snow , ice and rain has also been issued for the majority of Scotland and parts of northern England .",0.471541162,0.477390426,1
"In an attempt to stop the advance , a major coalition offensive is planned within the next few weeks or months , the paper reported .",0.721984537,0.721101329,1
"And late last year , Obama helped secure a new international agreement on climate change , a goal he laid out in his January 2015 address .",0.721780666,0.698050125,1
"But others , like his brother , say they aren ' t willing to consider Republican candidates because of Trump .",0.668428097,0.639504925,1
"These figures confirm what many of us have known for some time : that the Church of England leadership is seriously out of step with its members , and even more so with society at large .                       
'",0.426696608,0.71177538,1
"I ' ve been doing this job for more than 20 years and I ' ve never stolen anything in my life ,' he added .",0.334981109,0.531786649,1
His supporters across the country -- from Iowa to New Hampshire to South Carolina -- told CNN in interviews they simply believe Islam is not a peaceful religion .,0.650569959,0.631438657,1
The latest figures show the foundation donated to charity just 24 cents of every dollar it raised in 2014 - 15 .,0.487478957,0.727243832,1
"THE mayor of a city south of Mexico ' s capital was shot to death on Saturday , less than a day after taking office , officials said .",0.055328343,0.746124394,1
"In the back of my mind , I kept saying if I don ' t like it , I ' ll go back to school .",0.51884758,0.502569155,1
"And yes , it would be politically difficult - impossible , perhaps , for a man of Malcolm Turnbull ' s wealth .",0.698679814,0.741938094,1
The 30 - year - old made 10 starts at the beginning of the season before Jose Mourinho was sacked after 16 league games .,0.501877907,0.613898126,1
"It ' s unclear why any of the suspects may have targeted the man , who was a longtime real estate agent in the Los Angeles area .",0.752326676,0.775839427,1
It ' s hard to put it into a context of words that would have any meaning unless you ' ve seen it with your own eyes .,0.662553595,0.685412583,1
"They ' re 32 passing yards away from becoming the ninth team to manage 4 , 000 passing yards and 3 , 000 rushing yards in the same season .",0.593065011,0.725964963,1
"At the end of the week ' s court proceedings , the victim relatives who have come down hold a press conference .",0.677226614,0.745416416,1
"The code is reviewed in every parliament , and it will be examined along with the guide to the rules .",0.476090766,0.792871807,1
"It did not matter how small or large the act was , it was the fact someone took the time to help another person .",0,0.675638282,1
"People who grew up in the city are having to move away from friends , family and communities to afford enough space to have children .",0.717182852,0.709407279,1
"The previous best year was 2014 , with a fatal accident rate of 1 per 2 .",0.53373623,0.603640896,1
5 million flights .,0.493931178,0.274161052,1
"The 67 - year - old said it was a "" natural "" way for Americans to defend themselves and their property .",0.596842898,0.612862241,1
"So , rich , if somebody comes back to the U .",0.56257478,0.699845266,1
S .,0,0.598334082,1
"With that virus , is there potential they could spread it to others ?",0.730438742,0.779342295,1
"And given it has been deeply eye - catching for 50 years , and fairly eye - catching for many people before then , that is now very eye - catching indeed .",0.759427787,0.70202998,1
"Unlike the United States and other European countries , Germany still has a low level of credit card use , according to industry statistics .",0.736190218,0.754281798,1
"And two , there ' s obviously a lot of concern among Republican voters about any actions that could limit their access to guns .",0.727482021,0.654105424,1
"They both have a lot of quality players so regardless of who they put out , it will be a good test .",0.552466276,0.631389776,1
"However , more traditional methods such as meeting people through friends or through a shared interest shouldn ' t be forgotten .",0.686755841,0.716986051,1
But you ' ll be spending at least three years at university and it ' s vital to pick the course and university that suit you best .,0.723555632,0.720176843,1
"And that , maybe , for the academy to go outside a few well - worn areas is a good thing .",0.659001261,0.64095331,1
"I haven ' t even started on her yet although last week I did a little bit , I guess but we haven ' t even started .",0.502565749,0.531833154,1
I worked with him when he was party chairman in 1997 - 8 - he was there in our hour of greatest need .,0.615398613,0.671224886,1
Mr .,0,0.530353106,1
"Trump has been a supporter in the past , and we ' re grateful for him then and now -- along with the many , many donors that contributed to this event last night .",0.744316811,0.707202972,1
The most incredible part of this experience has been the support Luke and our family have received from the community .,0.621589408,0.691263457,1
"Yet even here , in a small island community on the edge of Europe , the refugee crisis has had a huge impact .",0.687545146,0.719403376,1
"Netflix , as part of its global expansion efforts , plans to expand into Russia , according to a report in a Russian newspaper .",0.763500589,0.778888264,1
My heart goes out to the recent family whose two little boys lives were taken only days ago by their father .,0.691851021,0.682349431,1
"In effect , this latest theory attempts to solve why we ' see ' the amount of dark matter that we do , but explains why it is not visible at the levels expected .",0.814297845,0.804446601,1
"For example , they may no longer be able to smoke in their workplace or in places where they meet with friends or family .",0.598985065,0.708259472,1
"Those on the list have either been convicted or suspected of involvement in serious crime such as murder , terrorism , rape or major financial fraud .",0.756208327,0.72862978,1
"If we don ' t get around that level , it might be the beginning of the end ,"" said a Corbyn ally .",0.583719022,0.665486238,1
"We need to put these performances together and if we can string some back - to - back wins together , because we can certainly do it at home , we can challenge for the top four .",0.624647168,0.693321055,1
"A person familiar with the deal says the star free agent and the National League champions agreed Friday night to a three - year contract for $ 75 million .                                     
""",0.75953321,0.725326033,1
"I ' ve been putting in a lot more hours on the court especially , not so much in the gym , but on the court ,"" he said .",0.625895584,0.618890427,1
"About three weeks into an extended five - week break , she noticed some energy returning , felt the desire to start moving again .                                               
""",0.660142319,0.731832131,1
"It ' s done in the spirit of the Star Wars films ,"" he said , obviously holding back .",0.623823375,0.608505089,1
"I am not sure that we ' re going to be able to do this , to help so many people from so many different countries .",0.530944234,0.576589171,1
"Watson threw another touchdown pass to cap a wild 40 - point fourth quarter , but would not get another chance .",0.718758915,0.741970164,1
"At a meeting scheduled for later Thursday , the committee was expected to vote on strike demands it would make to the school district .",0.692019957,0.714860419,1
"The claimed majority is a function of the reduced influence of the former prime minister within the Liberal Party , since the September 14 change .",0.64247282,0.72371494,1
"My parents thought I would settle down a little bit if I went to train in a strict , harsh environment .",0.598298828,0.579797383,1
"The Scottish government said the latest funding would aim to offer treatment to an additional 10 , 000 patients in the first year , an increase of about 25 % on current numbers , rising to 20 , 000 in 2019 / 20 .",0.64973806,0.689675594,1
"I think , believe it or not , Melbourne and Brisbane probably turned more than Canberra and Sydney , which is amazing .",0.60224447,0.682277178,1
The Mail on Sunday reports the couple has not made a final decision about where to send their son and are considering both public and state options .,0.577895413,0.561043234,1
"The cuts include 600 people working at North Sea projects : they ' ll lose their positions over the next two years "" with the majority in the first year ,"" he said .",0.666600243,0.651226337,1
"That could be used for decision - making problems - to help doctors make treatment plans , for example , in businesses or anywhere where you ' d like to have computers assist humans in decision making .",0.737777098,0.712199554,1
"According to The Telegraph , he used these stories to begin legal action - but the details changed significantly over the years .                                                   
""",0.759823573,0.735455396,1
"There really weren ' t any programs out there where children could learn these skills and also make friends in the process ,"" she said .",0.652345859,0.65717797,1
"And with Iran ' s population of around 80 million , much of it young and eager to spend after years of cheap Chinese goods , Western companies cannot get there fast enough .",0.739925266,0.76614437,1
"A simple fact is that if you haven ' t got those players , you have to make do with the players that you have .",0.628990081,0.677717488,1
"My brothers taught me , ' You don ' t knock on the door of Hollywood and ask to be let in .",0.723288121,0.745647193,1
"She said : ' At one point , I gave him a proper talking to , telling him he had to be strong and had to pull through for me and the kids .",0.629040505,0.62365298,1
"Mr Lee is the fifth man linked to a shop selling works critical of China ' s government to be reported missing since October .                                               
""",0.704722735,0.705511857,1
"If you feel a cold coming on , that ' s when you can increase that amount ,"" she added .",0.67033474,0.636920377,1
"Gary Turnbull , general manager for the shopping centre , said : ' The emergency services do an extremely important job keeping the public safe .",0,0.711927616,1
"In some cases that we have seen with flooding , people need to think what they may need to take with them if they are evacuated .",0.63306227,0.629130214,1
"Given the fact that we have about 19 trillion in debt I think it ' s fair to ask do we want to have the federal government replacing all the infrastructure put in place by cities and states all across the country .           
""",0.747096273,0.723763833,1
"There ' s certainly food for thought for those wanting to transfer some of their equity to a home on the coast ,"" Dr Wilson said .",0.718489723,0.765956217,1
"I was 20 years old and delighted to be representing United in that competition , but it meant we had to pull out of the FA Cup .",0.610243333,0.701403861,1
They were designed to bring public spaces back to life after World War Two - it was art for everyone .,0.706735503,0.760619292,1
"Yet the islands ' wild , isolated reputation seems to have caused many to forget that they ' re just a quick flight away from the mainland .",0.807904401,0.775153883,1
"Authorities have reported two additional storm - related deaths in Pennsylvania , bringing the number of people killed in the storm to at least 31 .",0.609880641,0.715180795,1
"So when three 18 - year - old kids are driving out 30 minutes to go to a Trump rally , I mean -- that ' s a movement .",0.649804575,0.620897216,1
"And given that they ' ll be back off overseas in no time , it ' s no surprise this one is sold out .",0.653350132,0.684370073,1
"If they want 60 pieces of wood , they have to bring more than 60 people because it ' s one piece for one person .",0.640481703,0.660996397,1
"Having said that , change is always a pretty good thing and I am looking forward to what lies ahead .                                                       
'",0.557651748,0.536910362,1
But it sounds like it ' s more or less - if we don ' t want him : no one else can have him .,0.595958377,0.64003505,1
It has been claimed that on several occasions that he was approached by British intelligence officers and offered the chance to work as a double agent .,0.767761053,0.784443925,1
I ' m hoping it ' s just two bad weeks in front of goal and we can turn it around .,0.544117776,0.632483413,1
"The Associated Press doesn ' t typically name victims of extremely severe abuse , but the victims in this case have told their stories publicly .                                             
'",0.682645315,0.690426626,1
"She didn ' t want to throw him out on the street but give him time to find somewhere else to live .                                                 
""",0.627291609,0.657333801,1
"This isn ' t an Oregon problem , this is a national problem , and it ' s happening everywhere ,"" he said .",0.592861362,0.648894384,1
"The real issue is when we look at the poverty rate among the African - American community , when we look at the high unemployment rate within the African - American community , we have a lot of work to do .",0.73446813,0.727855129,1
"So , the idea of doing a show with Netflix is like doing a five - hour movie , which is my dream .                                                 
""",0.652542521,0.734924715,1
"I believe that Victoria Police are doing the best they can with the powers they ' ve got ,"" he said .",0.572536242,0.585505538,1
"The prison time was later reduced to eight months on appeal , but the fine was raised to Â£ 4 .",0.59140121,0.646226546,1
1 million .,0,0.375486157,1
"Although you might be fine right now , it doesn ' t take much for any of us to fall off the edge .",0.664469014,0.637471661,1
He has warned that without the powerful law - which is under threat from a Government review - he might not have found out the truth about what happened .,0.724882048,0.695901788,1
That money would flow on to the states but the policy would also help the federal government through reduced law enforcement costs .,0.668962317,0.705796199,1
"No charges were filed immediately in the death of the 31 - year - old woman , who also has a three - year - old daughter , but a grand jury could review the case .                       
'",0.056688747,0.608351071,1
"It wasn ' t until December that we found out the actual age of her and decided not to let her have anything to do with him .                                       
'",0.627065271,0.614119221,1
"Because the under - eye area is so complex , you can ' t put in one mass of product and think it ' s going to solve the problem .",0.711129579,0.690101241,1
"It ' s a really dangerous area , we are very scared that the Russians will send them back and they will be killed .",0.674305059,0.687694782,1
"It adds : "" One MP described how she had to get her husband to go out and look down the street before she could go out of the front door .",0.653966967,0.640299231,1
"If any private company has an application they want to put on it , we ' ll ask them to pay an access charge .                                               
'",0.673320024,0.675124798,1
"Now we can walk down the street together as she hold my hand , it ' s simple things we never thought would be possible .",0.624652009,0.695191759,1
"In fact , it turns out more of us are sitting in front of the TV to watch the cricket than the tennis .",0.739811513,0.653805163,1
"If you ' re going to make people hurt a little on a movie set , it should be for a cause like this .",0.607966832,0.578895807,1
"The communities secretary , Greg Clark , said the government was "" pulling out all the stops "" to hit its target of creating a million new homes by 2020 .",0.680406488,0.677060302,1
"But this report is very important and has implications for any person involved in the areas in which Zika virus is going on ,"" he said .",0.68327225,0.698334428,1
"Every morning I spend a certain amount of time asking myself how I feel , if I have any new side effects , or if it looks like being a good day .",0.608877275,0.614849124,1
If you can ' t make money at this Australian - dollar gold price you should probably open an ice - cream shop .,0,0.727988029,1
"The State Department was scheduled to release more Clinton emails Friday , while asking a D .",0.511812243,0.455955417,1
C .,0,0.552568264,1
federal court for an extension .,0.713321343,0.829974621,1
"The conflict that began in March 2011 has killed more than 250 , 000 people and wounded more than a million .",0.321886404,0.57863971,1
"The heavy snow should begin falling Friday afternoon in Washington , and keep falling into Sunday as it moves up the coast .",0.702639063,0.605517092,1
"Osborne is expected to go further and introduce a flat rate of tax relief for everyone , perhaps set at 30 per cent , next year .",0.512511936,0.695520032,1
"Even prosecutors , who are more optimistic about the pace , say their discovery documents won ' t all be ready until September .",0.716739195,0.784054147,1
"In an interview published in the Daily Mail today , she claims he forced her into an open marriage and turned their son against her .",0.768392913,0.700893201,1
"We say to the government , yet again , take a lead from these businesses and invest in our steel makers .",0.725980812,0.725546545,1
"The funding for mental health services will require congressional approval , and the funding to hire more agency workers may as well .",0.572073348,0.696907298,1
As far as I am concerned he is still England captain because we ' ve not been told anything different .,0.64260866,0.641106488,1
"The study results are based on a national survey of more than 17 , 000 middle school and high school kids .",0.697219386,0.622657017,1
I ' m also finding my office mate to be a negative person ( both about work and life in general ) and this is getting me down .,0.659041486,0.672148727,1
But an increasing number of people will also come from south west Asia and northern and western Africa adding further pressure to Europe ' s worst migration crisis since World War Two .,0.607345777,0.584683758,1
Other countries in Europe are already using similar measures as they struggle to cope with the number of migrants and refugees arriving .,0.571364328,0.673606205,1
"So when you make no secret of wanting me to be elsewhere , I try not to take it personally .",0.586773281,0.644922606,1
"He ' s played there a bit before , but it was only his second game in that position for me and he ' s really enjoying it in there .",0.567011919,0.656399527,1
"The company is so large at this point that where Apple goes , the stock market often follows - and Apple shares are going down .",0.657324631,0.721870634,1
"I ' ve said for , you know , for a long time that I ' d be happy to have more debates .",0.276155982,0.404868085,1
It ' s 90 minutes of playing with such intensity that you feel like you ' re going to throw up afterwards .,0.607512191,0.635105007,1
A woman has been caught driving through a fast food drive - through with a blood alcohol reading four times the legal limit .,0.439413178,0.770397901,1
"Of course , you are unlikely to increase your activity levels - or , indeed , stick to my eight - week diet - unless you are fully motivated to do so .                               
""",0.694372761,0.805339027,1
"The British people and I want a system where you have to pay in before you get out ,"" Cameron said in an interview with British television .",0.627407644,0.418594961,1
"If your annual income from state pension , private pension , salary or investments ( such as a buy - to - let property ) is more than Â£ 10 , 600 , you must pay income tax on it .",0.668495885,0.559941376,1
"You and I both know the only reason their ratings are as high as they were on the first debate is because Donald Trump was on the stage .                                       
'",0.594757478,0.596581465,1
"I ' d learn the capital cities and countries , any knowledge that I could possibly use for game shows really .                                                   
""",0.63112358,0.662271146,1
"No one has seen or heard these suspected terrorists but the French don ' t just dream these things up ,"" he said , referring to a tip that came from French foreign intelligence .",0.773990164,0.749674668,1
"More than 50 UK council workers have been suspended after being accused of breaking social media rules , according to Freedom of Information request by BBC Radio 5 live .",0.277592768,0.803188649,1
